,type,category,review,star
11,에어팟프로,별점,"저는 처음에 이 제품을 구매할때 형의 코골이를 무시하기 위한것이라며, 내정신이 건강한 수면을 위한것이라며 구매했습니다. 이 제품이 배송되었을 당시 저는 설거지를 준비하고 있었는데요, 그릇들에게 때좀 잘 밀리라고 뜨거운 물을 틀어주는중 이었습니다. 이 제품을 수령받고 갤럭시 스팔에 연결하여 귀에 꽂아 소문만 듣던 노이즈 캔슬링을 작동시켜보았습니다. 저는 에어팟1을 사용하며 이어폰 음량을 8칸으로 설정해 이용했습니다. 주위의 소리를 무시하고 노래를 듣기 위해서였을까요? 저는 음량 8칸을 이용하며 노랫 소리가 크다는것을 인지하지 못했습니다.노이즈캔슬링으로 인해 들리는 순수한 음량8칸을 듣기전 까지는요. 저는 서둘러 음량을 5칸으로 줄이자 평소 듣던 크기의 음량으로 맞춰졌습니다. 왜 그런것이었을까요? 저는 소리의 관성속에서 살았기에 인지하지 못하던것이었습니다.관성의법칙 마냥 음량3칸의 세계에서 살아가며 음량을 0이라 인지하고 음량5칸의 노래를 들었기에 음량이 8칸이 되었던겁니다. 이 제품은 저에게서 관성을 없애고 제 귀에 건강을 불어넣어 주었습니다. 이제 제 귀는 8칸의 음량에 고통받다 5칸으로 줄어든 음량에 기뻐하며 살것입니다.대체 왜 이런 뻘글을 싼건지 저도 이런, 주변소리가 들리지 않아 물 틀어둔것을 잊었네요.저는 이만 설거지하러 가야겠습니다.",평점5
12,에어팟프로,별점,"[한줄평]정말 후회스럽습니다. 이제야 구매를 하다니!!![솔직 후기]에어팟 1세대를 가지고 있던 터라 거의 1.5배 차이나는 제품 가격이 부담스러웠던 건 사실입니다.다들 극찬하던 “노이즈 캔슬링”이 대체 뭔데? 라는생각으로 퇴근 길 지하철 안에서 에어팟을 귀에 꽂는그 순간...!!!!!“아....?!” 그 영화의 한 장면처럼 다른 사람들은 시끌벅적한데 나만 조용한 정막 속에갇히는 기분. 완전 밀폐된 공간에 있는 듯한 느낌을받았습니다. 그 이후로는 딱 나만을 위한,나의 퇴근길을 온전히 내 시간으로 만들어 주더군요.감탄할 새도 없이 음악에 빠져드는 경험을 했습니다!시중 대비 저렴하게 구매해서 행복했고이런게 음악 듣는 묘미구나. 지옥철 안에서 나만의공간을 누릴 수 있다는 기쁨에 행복한 금요일이 됐습니다. 싸랑해yo! 판매자님 & 상품전 기획해준 11번가 ( _ _)",평점5
13,에어팟프로,별점,"이 좋은걸 왜 이제서야 샀을까 후회가 됩니다. 기왕 살꺼 조금 더 일찍 살 걸 그랬어요..
다만 에어팟 자체에 먼지가 좀 있고 잘 붙어요. 그래도 뭐 닦아 쓰면 되는거니까요?̊̈ 제조년월은 21.2월!


1. 개인적으로 커널형 이어폰의 착용감을 좋아해서 에어팟프로로 구입을 했는데 역시 편한 착용감이고 고무 사이즈도 대중소로 되어있어 자기 귀크기에 맞춰 착용하시면 될 것 같습니다

2. 노이즈 캔슬링
처음 끼자마자 바로 음악을 들어보았는데요
저희 집이 도로변이라 차 지나가는 소리, 특히 오토바이들 쌩쌩 지나가는 소리가 정말 크게 들리는데 노캔기능으로 음악 들으니 아니 딴세상이냐구요!?̊̈!?̊̈
너무 좋습니다

3. 주변음 허용
개인적으로 이 기능도 굉장히 좋다고 생각한게 직장에서 상사가 나를 부른다거나 전화벨소리를 들어야 할 때 노캔 해제한 것보다 소리가 좀 더 깔끔하게 잘 들리더라구요! 조용한 사무실에서 노래가 듣고싶을때 딱인거 같습니다
그리고 요즘 같은 코시국에 노래방도 못가는데 너튜브에 노래방 음원 틀고 따라 부르면 노래방에서 노래하는 느낌까지 듭니다! 저만 그런가요?̊̈ㅋㅋ

3. 자동 페어링 및 연결
뚜껑을 딱 열자마자 바로 연결이 되어버립니다 너무 간편해요 따로 설정할 필요없이

⭐️*5 드립니다!!",평점5
14,에어팟프로,별점,노캔 실행시키고 음악을 듣는 데 몰입감이 넘 좋았어요 음.. 개인적으로 사용중인 에어팟2와 음질 차이가 거의 없다고 느껴지네요. 다만 프로는 커널형이라 그런지 조금 더 풍부한 사운드로 들을 수 있다는 점 그리고 딥베이스의 타격감을 확실하게 느낄 수 있는 건 인정! 제가 에어팟2가 있음에도 프로를 구매한 이유는 위에 기재한 소음에 따라 볼륨이 높아진다는 점 그리고 소음을 그대로 받는다는 점이 가장 불편했기에 프로를 구매했고 그래서 노이즈캔슬링 기능에 굉장한 만족감을 느끼고 있습니다. 저와 같은 이유로 구매하시는 분들께는 높은 만족감을 느낄 수 있을 것 같습니다. 물론 노이즈캔슬링 제품을 이전에 접했고 좋은 기기를 사용 중이시라면 이 제품이 아쉽게 느껴질 수도 있을 것 같긴해요 모든 소리를 완전 차단해주는 건 아니니까요 음질과 노이즈 캔슬링 그리고 착용감 아주 만족할 만큼 절대 가격이 아깝지 않은 듯해요 크리스마스 선물로 받아서인지 더 조으네욤^^,평점5
15,에어팟프로,별점,"일단 지하철이나 버스, 그외 외부에서 통화시 내 목소리가 남들에게 잘 들리도록 크게 이야기 해야 합니다.노이즈 캔슬기능을 사용하니 순식간에 주변이 조용해져서 놀랐어요.사람마다 다른건지 저는 거의 모든 소리가 물속에서 들리듯이 먹먹해지는데, 남편은 소리가 다 들린다고 하네요.다만 컴퓨터 앞으로 끌고가서 팬소리를 들려준 후 노이즈 캔슬을 써보라고 하니 그제서야 소리가 차단 된다는 게 어느정도인지 알겠다네요. 어쨌거나 공기청정기 도는 소리, 데스크탑 팬 돌아가는 소리는 기가막히게 잡힙니다.다만 차 지나가는 소리, 티비소리, 음악을 크게 켠 소리, 기타 생활 기반 탁탁 소리는 안잡혀요. 평소보단 조금 작게는 들립니다.상대방도 내가 말할때에만 주변소리를 듣는 모양인지 시끄러운 곳에서도 꽤 원활하게 통화가 가능했습니다. 장시간(1~2시간) 노이즈캔슬링 기능을 사용하면 멀미가 오는경우도 있어요. 저는 그전에 귀가 묘하게 아파서 뺍니다만 남편은 멀미가 난대요. 다만 요 멀미는 노래를 켜거나 노이즈 캔슬기능을 끄는 걸로 해결 할 수 있었습니다.",평점5
16,에어팟프로,별점,"일단 배송은 13시쯤 주문하니 다음날 바로 도착했습니다. 21년 1월 생산품으로 받았구요,
에플케어도 구매해서 적용된것 확인 했습니다. 5천원 저렴하게 가입해서 좋네요 ㅎ 정품 인증도 확인했습니다.
공식인증샵이라서 믿고 구매했습니다.
후기도 좋고, 질문에 대한 판매자님 답글을 보면 고객에 대한 성의나 좋은 마인드도 느낄수 있어서 결정했습니다.
제품은 최고입니다. 애플 인이어제품이 잘 맞지않아 번들 이어폰등을 쓸때 불편했는데, 에어팟 프로의 고무캡 방식은 착용감도 저에게 훨씬 잘맞습니다.
. 사무실 밖 시끄러운 현장에 나가도 어느정도 소음을 잡아주네요.
통화기능에 대해서는 2세대가 더 좋다는 평을 많이 봤는데, 실제로 소음이 많은 곳에서 몇몇 통화를 해본결과 이어폰으로 통화 하는지 몰랐다고 하네요. . 아이폰 유저로써 에어팟은 기기호환이나 감성호환까지 탁월한 것 같습니다.
많이파세요!!",평점5
17,에어팟프로,별점,"가격때문에 몇년을 고민하다가 에어팟을 처음 구매해보는데 너무 너무 기대하고 기다린 탓에 3,4일만에 왔는데 기다리는게 너무 힘들었음.포장은 정말 야구공 던지듯이 던지지않는 이상 절대 망가지지않을 정도로 포장이 돼있어서 만족.잘 쓰고는 있는데 왜 가끔 끊김현상이 있는건지..? 그리고 신기하고 살짝 거슬리게 짜증나는건 전기장판 있는 곳에서 에어팟 사용하면 열라 지지직거림.그리고 노이즈캔슬링이 너무 잘돼서 그런지 아직 적응할 시간이 필요함 약간 좀 멀미난달까. 그리고 처음엔 안 그랬는데 가면 갈수록 통화할 때 상대방이 내 목소리가 잘 안들린다 그러고 주변이 정말 너무나도 조용한데도 시끄럽다그러고 내 목소리가 조그맣게 들린다함 소리도 키워보고 해제했다가 다시 껴봐도 그렇고 상대방이 소리 풀로 키워놔도;; 왜이런가요 전기장판에서 에어팟 지지직 거리는거 다 상관없는데 통화할 때 상대방이 내 목소리 정말 잘 안 들린다그러고 슬슬 이 부분 어떻게 해야하나요 구매한건 후회를 안 하는데 통화를 꽤 하면서 생활하는 편이라서요",평점5
18,에어팟프로,별점,"1. 제조일자 21년 3월로 옴. 최신이 아니라 아쉬웠지만 싸게 샀으니 만족. 2. (1번사진) 열자마자 이어팁에 먼지가 좀 많았음 살짝 찝찝했지만 알콜솜으로 닦아내면 되니 패스3. (2,3번 사진) 에어팟 양쪽 다 마감불량인지 플라스틱 찌꺼기? 같은게 붙어있거나 볼록 튀어나온듯한 흠집같은게 있었음. 살짝 속상해서 교환이 가능한지 알아보았으나 같이 온 안내문에 제품이상이 아닌 단순 흠집은 교환안된다고 함ㅠ4. 속상한 마음을 다잡고 2번사진의 찌꺼기같은거라도 떼어내자... 하고 핀셋가지고 와서 살살 뗐음. 그냥 닦아서는 절대 안떨어짐. 20분 사투 끝에 다행히 4번사진처럼 말끔히 떼짐ㅠ 떼다가 기스날까봐 조마조마했는데 깔끔히 떼져서 다행.중복쿠폰 다 받고 스마일클럽 첫 가입시 받은 3.5만 스마일포인트까지 몰빵해서 19.5만원에 샀는데 아쉬운 점들이 몇몇 있지만 싸게 사서 대체로 만족함5. 정품등록이 안돼서 검색해봤더니 제조일자가 꽤 돼서 온라인쇼핑몰에서 산 것들은 홈페이지에서 바로 정품등록이 안되는게 종종 있다함. 애플 서비스센터에 전화상담예약해서 정품등록 할 예정총평 : 에어팟 프로 품질 자체는 정말 만족스러움. 먼지, 약간의 흠집이 좀 아쉽지만 공홈 아닌 곳에서 싸게 산 만큼 복불복 운빨이려니...하고 있음.다른분들은 흠집없는 양품 뽑으시길.",평점5
19,에어팟프로,별점,"[리얼구매후기]차 시동 걸어놓고 처음 에어팟 프로를 꼈는데 순간 아무소리도 들리지 않길레 순간 내 귀가 벙어리가 된거 같아서 놀래가지고 다시 에어팟을 빼니깐

자동차 시동소리가 적나라하게 들리는 거임.

놀랜 가슴을 가라앉히고 다시 살포시 에어팟프로를 꼈지.. 아무도 없는 새벽도서관에 홀로 남겨진 느낌이 들면서.. 또 다시 아무런 소리가 들리지 않음..

와 이게 그 사람들이 칭찬하던.. 에어팟 프로 노이즈 캔슬링이구나..하고 느낌

애플 신기술에 엄청 놀랜 나는 차안에서 너무 신기한 신기술에 환호성을 5분간 지름 ㅋㅋㅋ...와 뭐 이런게 있나 싶음..

갤럭시S10 5G랑 호환 잘안되겠지만 '방수' '노캔'에 큰 점수를 줘서 샀는데 진짜 그리고 호환 엄청 잘됨. . . 뚜껑 열자마자 바로 잡힘.

이거 진짜 애플 에어팟 프로 만든사람에게 노벨혁신상 줘야되지 않나 싶음.

할인 다해서 실구매가 25만원정도 줬는데 하나도 안아깝다.......",평점5
20,에어팟프로,별점,"처음 구매했을때 4월 제조가 왔습니다.
어차피 새상품이니 4월제조 전혀 개의치않아서 바로 개봉했어요
기능에는 이상이 없는 것 같았지만
주변음 허용모드와 노이즈캔슬링 끔 모드에서 머리카락이 에어팟에쓸리면
스스슥 인지 지지직인지 소리가 나더라구요
노이즈캔슬링때는 아주 약간 미세하게 들렸었습니다.
자세히보니 에아팟 바깥쪽의 검은 스피커?처럼생긴 부분에 머리카락이나 손이 쓸리면 소리가 나더군요
여자라 바람에 머리카락 날리면 소리가 백퍼나겠다싶었습니다.
원래 그런건지 불량인건지 궁금해서 고객센터 전화를했고
일단 보내면 확인 해주신다고하셔서 보냈어요
보내고 문자가왔는데 새상품을 보내준다더라구요.. 문제가 없는데 왜 새상품을 보내주지 싶었지만 일단 그냥 뒀습니다.
새 제품이 도착했고 8월 제조품이 왔어요
이번에는 주변음 허용모드일때만 동일한 소리가 나더군요
노이즈캔슬링이나 끔 모드에서는 전혀
첫 제품이 뭔가 것은 맞는거같아요
지금도 주변음 허용일때는 동일한 소리가 나지만
주변음 허용 모드때는 바람소리 낙엽밟는
걸보니 정상적인 반응으로 추측됩니다(제생각)
정품인증은 간단했습니다.
구매일자 확인이안되어 고객센터로 전화했고
일련번호 불러주고 결제일자 9월9일이라고했더니 별도의 영수증 확인 없이 바로 등록되었어요
아마 8월 제조라 오래되지않은 제품이라 그렇지 않을까 생각합니다.

혹시 저랑 동일한 증상으로 불량인지아닌지 고민하시는 분들이 계실까해서 자세하게 후기 남깁니다~ 제가 찾을때는 없었거든요..
좋은 구매하세요",평점5
