,Unnamed: 0,type,category,review,star,token_review
1286,1287,에어팟3세대,별점,예정날짜에 배송받아서 기분 좋습니댜💛 음질좋고 작고 귀여워욯ㅎ,5,"['예정', '날짜', '에', '배송', '받아서', '기분', '좋습니댜', '음질', '좋고', '작고', '귀여워', '욯']"
1285,1286,에어팟3세대,별점,"예약구매 종료일 이후 바로 배송되네요
아직 사용전이지만 기대됩니다",5,"['예약', '구매', '종료', '일', '이후', '바로', '배송', '되네요', '\r\n', '아직', '사용', '전이', '지만', '기대', '됩니다']"
1284,1285,에어팟3세대,별점,프로보다 귀가편하네요 약간 귀에작은느낌 먹먹함이 없으니 굿이에요,5,"['프로', '보다', '귀가', '편하네요', '약간', '귀', '에', '작은', '느낌', '먹', '먹', '함', '이', '없으니', '굿', '이에요']"
1283,1284,에어팟3세대,별점,바로담날도착깜놀 아들이아주좋아합니다 이번껀제발잃어버리지말아야할텐데 잘쓰겠습니다,5,"['바로', '담날', '도착', '깜놀', '아들', '이아주', '좋아합니다', '이번', '껀', '제발', '잃어버리지말아야', '할텐데', '잘쓰겠습니다']"
1282,1283,에어팟3세대,별점,오픈형밖에 못써서 프로 넘기고 에어팟 2 계속 쓰다가 기다려서 샀는데 만족합니다. 에어팟2보다 블루투스도 빨리 잡혀요.,5,"['오픈', '형', '밖에', '못', '써서', '프로', '넘기고', '에어팟', '2', '계속', '쓰다가', '기다려서', '샀는데', '만족합니다', '에어팟', '2', '보다', '블루투스', '도', '빨리', '잡혀요']"
1306,1307,에어팟3세대,별점,허헝 너무좋네여ㅜㅜ 싸게 사서 좋았구 빨리 와서 좋았어요 버즈플러스에서 넘어왔는데 걍 짱이에염,5,"['허헝', '너무', '좋', '네', '여', '싸게', '사서', '좋았구', '빨리', '와서', '좋았어요', '버즈', '플러스', '에서', '넘어왔는데', '걍', '짱', '이', '에', '염']"
1308,1309,에어팟3세대,별점,아들생일선물 아직사용하지않았지만 배송 하루만에오고 포장도 깔끔해요. 잘 사용되면좋겠네요.,5,"['아들', '생일', '선물', '아직', '사용', '하', '지', '않았지만', '배송', '하루', '만에', '오고', '포장', '도', '깔끔해요', '잘', '사용', '되면', '좋겠네요']"
1280,1281,에어팟3세대,별점,오른쪽 고주파 및 공회전 소리 초기불량받아서 교체해야하는 번거로움,5,"['오른쪽', '고', '주파', '및', '공', '회전', '소리', '초기', '불량', '받아서', '교체', '해야하는', '번거로', '움']"
1322,1323,에어팟3세대,별점,1세대 쓰다가 이번에 3세개로 바꿨는데음질 너무 좋네요만족스러워요,5,"['1', '세대', '쓰다가', '이번', '에', '3', '세', '개', '로', '바꿨는데', '음질', '너무', '좋네요', '만족스러워요']"
1333,1334,에어팟3세대,별점,다 좋은데 지금 4월인데 작년 11월 제조제품으로 주는 건 좀 그렇네요,5,"['다', '좋은데', '지금', '4월', '인데', '작년', '11월', '제', '조', '제품', '으로', '주는', '건', '좀', '그렇네요']"
1332,1333,에어팟3세대,별점,같이 케이스에 넣어놧는데 오른쪽ㅇㅣ 충전이 안되잇네요...? 불안...,5,"['같이', '케이스', '에', '넣어', '놧', '는데', '오른쪽', '충전', '이', '안되', '잇네요', '불안']"
1331,1332,에어팟3세대,별점,배송은 이틀정도 걸렸고 포장도 안전하게 되어있어요! 추천합니당 :),5,"['배송', '은', '이틀', '정도', '걸렸고', '포장', '도', '안전하게', '되어있어요', '추천', '합니당']"
1330,1331,에어팟3세대,별점,"음질도 너무 좋아요! 배송도 빠르게 왔네요.
하지만 조금 비싼듯해요.",5,"['음질', '도', '너무', '좋아요', '배송', '도', '빠르게', '왔네요', '\r\n', '하지만', '조금', '비싼듯', '해', '요']"
1329,1330,에어팟3세대,별점,"기대했던 만큼 제품도 좋고
배송이 빨라서 너무 만족스러웠습니다 ㅎ",5,"['기대했던', '만큼', '제품', '도', '좋고', '\r\n', '배송', '이', '빨', '라서', '너무', '만족스러웠습니다']"
1328,1329,에어팟3세대,별점,에어팟1쓰다가 샀는데 귀에넣는부분은 커지고 길이는 짧아져서 조금 불편했는데 완전 적응햇어여,5,"['에어팟', '1', '쓰다가', '샀는데', '귀', '에', '넣는', '부분', '은', '커지고', '길이', '는', '짧아져서', '조금', '불편했는데', '완전', '적응', '햇', '어', '여']"
1327,1328,에어팟3세대,별점,프로쓰다가 커널형이 영 갑갑?해서 3로 바꾸었어요 노캔 기능 없는 것 빼고 대만족입니다! 커널형 안맞으신 분들에게 강추,5,"['프로', '쓰다가', '커널', '형', '이', '영', '갑갑해서', '3', '로', '바꾸었어요', '노캔', '기능', '없는', '것', '빼고', '대', '만족', '입니다', '커널', '형', '안', '맞으신', '분', '들', '에게', '강추']"
1326,1327,에어팟3세대,별점,"배송은 보통입니다.
오전 입금 했는데도 3일 걸렸네요.
아이가 엄첨 기다려서 받았어요.ㅎ
만족합니다.",5,"['배송', '은', '보통', '입니다', '\r\n', '오전', '입금', '했는데도', '3일', '걸렸네요', '\r\n', '아이', '가', '엄첨', '기다려서', '받았어요', '\r\n', '만족합니다']"
1325,1326,에어팟3세대,별점,"택배 파업지역이라 바로 요청해서 이틀만에 받긴 했어도 다른 택배사로 다음날 받은거니 빨리 왔어요 제품 이상없고, 음질 문제 없고 , 아...통화는 아직 안해봤는데 문제 없으리라보고 잘쓸께요 많이 파세요",5,"['택배', '파업', '지역', '이라', '바로', '요청', '해서', '이틀', '만에', '받긴', '했어도', '다른', '택배', '사', '로', '다음', '날', '받은거니', '빨리', '왔어요', '제품', '이상', '없고', '음질', '문제', '없고', '아', '통화', '는', '아직', '안', '해봤는데', '문제', '없으리라', '보고', '잘쓸께요', '많이', '파세요']"
1324,1325,에어팟3세대,별점,친한동생 선물 해줬는데 너무 좋아하네요 :) 이번 3세대 음질이 좋다고 하는데 저도 구매해야겠어요 :),5,"['친한', '동생', '선물', '해줬는데', '너무', '좋아하네요', '이번', '3', '세대', '음질', '이', '좋다고', '하는데', '저', '도', '구매', '해야겠어요']"
1323,1324,에어팟3세대,별점,다른곳보다 조금 저렴하게 구매할 수 있어서 좋았습니다많이 파세요,5,"['다른', '곳', '보다', '조금', '저렴하게', '구매', '할', '수', '있어서', '좋았습니다', '많이', '파세요']"
1321,1322,에어팟3세대,별점,꽤 저렴하게 구입했음 제품은 좋은데 1세대 보다 귀에 좀 큰게 아쉬움,5,"['꽤', '저렴하게', '구입', '했음', '제품', '은', '좋은데', '1', '세대', '보다', '귀', '에', '좀', '큰게', '아쉬움']"
1309,1310,에어팟3세대,별점,2세대보다 콩나물이 크긴하네요 음질은 짱좋으나 전화받거나 끊는게 2세대가 편하네요터치 2번이면 됐는데 3세대는일하다 말고 눌러야한다는 불편함 다시 2세대로 갈아타야할듯 너무 불편함,5,"['2', '세대', '보다', '콩나물', '이', '크긴', '하네요', '음질', '은', '짱', '좋으나', '전화', '받거나', '끊는게', '2', '세대', '가', '편하네요', '터치', '2', '번', '이', '면', '됐는데', '3', '세대', '는', '일하다', '말고', '눌러', '야한다는', '불편함', '다시', '2', '세대', '로', '갈아타야', '할듯', '너무', '불편함']"
1320,1321,에어팟3세대,별점,아이 입학선물로 사줬더니 엄청 좋아하네요.음질 들어보니 짱입니다.,5,"['아이', '입학', '선물', '로', '사줬더니', '엄청', '좋아하네요', '음질', '들어', '보니', '짱', '입니다']"
1319,1320,에어팟3세대,별점,"예약하고 2주 정도 걸려서 받았어요.
배송 상태 좋고 만족 스럽습니다.",5,"['예약', '하고', '2', '주', '정도', '걸려서', '받았어요', '\r\n', '배송', '상태', '좋고', '만족', '스럽습니다']"
1318,1319,에어팟3세대,별점,에어팟2 잃어버려서 급하게 주문했는데 2보다 사용감이 좀 더 좋네요.,5,"['에어팟', '2', '잃어버려서', '급하게', '주문', '했는데', '2', '보다', '사', '용감', '이', '좀', '더', '좋네요']"
1317,1318,에어팟3세대,별점,"뽑기 실패
왼쪽에서 화이트노이즈? 소리나네요
서비스센터 가보려고요",5,"['뽑기', '실패', '\r\n', '왼쪽', '에서', '화이트', '노이즈', '소', '리나', '네', '요', '\r\n', '서비스', '센터', '가보려고요']"
1316,1317,에어팟3세대,별점,"2세대에는 없는 공간 음향!!!
이거 없으면 오히려 어색하네요 짱좋아요",5,"['2', '세대', '에는', '없는', '공간', '음향', '\r\n', '이', '거', '없으면', '오히려', '어색하네요', '짱', '좋아요']"
1315,1316,에어팟3세대,별점,믿고 쓰는 에어팟! 3세대는 더욱 업그레이드 되어 만족감 최상입니다.,5,"['믿고', '쓰는', '에어팟', '3', '세대', '는', '더욱', '업그레이드', '되어', '만족감', '최상', '입니다']"
1314,1315,에어팟3세대,별점,as기간이 23녕 1월5일까지로 나오는게 뭔가 꺼림칙 하지만 성능은 역시,5,"['as', '기간', '이', '23', '녕', '1월', '5일', '까지로', '나오는게', '뭔가', '꺼림칙', '하지만', '성능', '은', '역시']"
1313,1314,에어팟3세대,별점,신제품이라 가격은 부담스러운데 아들 선물로 하나 구내했는데…,5,"['신제품', '이라', '가격', '은', '부담스러운데', '아들', '선물', '로', '하나', '구내', '했는데']"
1312,1313,에어팟3세대,별점,배송도 빠른편이고 상품도 뽁뽁이로 감싸 박스에 잘 포장되어 왔어요,5,"['배송', '도', '빠른', '편이', '고', '상품', '도', '뽁뽁이', '로', '감싸', '박스', '에', '잘', '포장', '되어', '왔어요']"
1311,1312,에어팟3세대,별점,에어팟 1세대보다 비약적으로 좋네요잘쓰고있습니다 고민하지마세요,5,"['에어팟', '1', '세대', '보다', '비약', '적', '으로', '좋네요', '잘쓰고있습니다', '고민', '하지', '마세요']"
1310,1311,에어팟3세대,별점,아주 잘 쓰고 있습니다. 기존 에어팟2세대에 비해 확실히 좋아졌어요.,5,"['아주', '잘', '쓰고', '있습니다', '기존', '에어팟', '2', '세대', '에', '비해', '확실히', '좋아졌어요']"
1281,1282,에어팟3세대,별점,갤럭시랑은 호환이 잘 안되는것인가요? 전화 받을때 상대방이 아무 소리도 안들린다고 한번씩 그러네요 기기 문제인가요?,5,"['갤럭시', '랑은', '호환', '이', '잘', '안되는것인가요', '전화', '받을', '때', '상대방', '이', '아무', '소리', '도', '안', '들린다고', '한번', '씩', '그러네요', '기기', '문제', '인가요']"
1279,1280,에어팟3세대,별점,"특가에 탑승해서 구매했습니다
배송도 빠르고 물건도 양품이고 좋네요",5,"['특가', '에', '탑승', '해서', '구매', '했습니다', '\r\n', '배송', '도', '빠르고', '물건', '도', '양품', '이고', '좋네요']"
1335,1336,에어팟3세대,별점,"콩나물 사이즈도 작아지고
좋습니다~
배터리 시간도 늘어난거 같아요~",5,"['콩나물', '사이즈', '도', '작아지고', '\r\n', '좋습니다', '\r\n', '배터리', '시간', '도', '늘어난거', '같아요']"
1196,1197,에어팟3세대,별점,"온라인 여기저기 알아봤는데 제일싸요.
제품이야 두말하면 잔소리죠 ㅎㅎ",5,"['온라인', '여기저기', '알아봤는데', '제일', '싸요', '\r\n', '제품', '이야', '두', '말', '하', '면', '잔소리', '죠']"
1228,1229,에어팟3세대,별점,프로 쓰다가 분실해서 구매했어요. 여기 가격이 젤 좋습니다. 넘 좋아요~,5,"['프로', '쓰다가', '분실', '해서', '구매', '했어요', '여기', '가격', '이', '젤', '좋습니다', '넘', '좋아요']"
1227,1228,에어팟3세대,별점,"배터리도 오래가고 좋아요
귀에크다는분도많은데 전 적당하니 좋았어요",5,"['배터리', '도', '오래', '가고', '좋아요', '\r\n', '귀', '에', '크다는', '분도', '많은데', '전', '적당하니', '좋았어요']"
1226,1227,에어팟3세대,별점,오래 쓰던 에어팟2가 배터리가 금방 닳아서ㅠㅠ 새로 구입했는데 좋네요,5,"['오래', '쓰던', '에어팟', '2', '가', '배터리', '가', '금방', '닳아서', '새로', '구입', '했는데', '좋네요']"
1225,1226,에어팟3세대,별점,"너무 갖고 싶어 했는데 만족입니다
귀에 딱 맞고 자동 연결도 되더라고요",5,"['너무', '갖고', '싶어', '했는데', '만족', '입니다', '\r\n', '귀', '에', '딱', '맞고', '자동', '연결', '도', '되더라고요']"
1224,1225,에어팟3세대,별점,노이즈캔슬링은 없지만 커널형 불편해하는사람들은 이게 좋을듯 싶네요,5,"['노이즈', '캔', '슬링', '은', '없지만', '커널', '형', '불편해하는', '사람', '들', '은', '이', '게', '좋을듯', '싶네요']"
1223,1224,에어팟3세대,별점,고민 많이하고 구매해요 음질좋고 신세계 경험중입니다 잘쓰고있습시다,5,"['고민', '많이하고', '구매', '해요', '음질', '좋고', '신세계', '경험', '중', '입니다', '잘쓰고있', '습시', '다']"
1222,1223,에어팟3세대,별점,"에어팟 2세대를 잃어버려서 새롭게 구매했는데
디자인도 이쁘거 편해요 !",5,"['에어팟', '2', '세대', '를', '잃어버려서', '새롭게', '구매', '했는데', '\r\n', '디자인', '도', '이쁘거', '편해요']"
1221,1222,에어팟3세대,별점,선물용인데 다른 리뷰들보고 배송느릴까봐 걱정했는데 빨라서 좋았어요,5,"['선물', '용', '인데', '다른', '리뷰', '들', '보고', '배송', '느릴까봐', '걱정', '했는데', '빨', '라서', '좋았어요']"
1220,1221,에어팟3세대,별점,1세대 고장나서 쓰는데 좋아요~ 다만 떨어트리자마자 확 찍혀버렸네요ㅠ,5,"['1', '세대', '고장', '나서', '쓰는데', '좋아요', '다만', '떨어', '트리', '자마자', '확', '찍혀', '버렸네요']"
1219,1220,에어팟3세대,별점,박스에 먼지 범벅인 제품을 받았습니다. 제조일도 최신은 아닌거 같네요,5,"['박스', '에', '먼지', '범벅', '인', '제품', '을', '받았습니다', '제조', '일도', '최신', '은', '아닌거', '같네요']"
1218,1219,에어팟3세대,별점,프로 쓰다가 3로 구매했는데 착용감 역쉬 좋아요 오픈형에서는 탑입니다,5,"['프로', '쓰다가', '3', '로', '구매', '했는데', '착용', '감', '역쉬', '좋아요', '오픈', '형', '에서는', '탑', '입니다']"
1195,1196,에어팟3세대,별점,큰딸 선물로 줬는데 너무 좋다고하네요. 배송도 빠르고 정말 최고입니다.,5,"['큰딸', '선물', '로', '줬는데', '너무', '좋다고하네요', '배송', '도', '빠르고', '정말', '최고', '입니다']"
1230,1231,에어팟3세대,별점,"배송 생각보다 훨씬 빠르고, 성능이 정말 좋아요.매우 만족스럽습니다!!!",5,"['배송', '생각', '보다', '훨씬', '빠르고', '성능', '이', '정말', '좋아요', '매우', '만족스럽습니다']"
1194,1195,에어팟3세대,별점,배송도 빠르고 쿠폰과 카드사 할인받아서 좋은 상품 잘 산것 겉아 좋네요,5,"['배송', '도', '빠르고', '쿠폰', '과', '카드', '사', '할인', '받아서', '좋은', '상품', '잘', '산것', '겉', '아', '좋네요']"
1193,1194,에어팟3세대,별점,12월 입고라 오래걸릴줄알았는데 제 생각보다 빨리와서 만족합니다 상품은 양품 받았습니다 역시 애플,5,"['12월', '입고라', '오래', '걸릴줄', '알았는데', '제', '생각', '보다', '빨리', '와서', '만족합니다', '상품', '은', '양품', '받았습니다', '역시', '애플']"
1192,1193,에어팟3세대,별점,"이번에 아이폰13프로 구매후에 처음 쓰는 야플 제품입니다~
너무도 빠르게 받았고 잘쓸게요
감사합니다",5,"['이번', '에', '아이폰', '13', '프로', '구', '매', '후', '에', '처음', '쓰는', '야', '플', '제품', '입니다', '\r\n', '너무도', '빠르게', '받았고', '잘쓸게요', '\r\n', '감사합니다']"
1191,1192,에어팟3세대,별점,음질 좋아요 (공간 음향 짱 좋습니다) 귀에 딱 붙지 않아서 떨어질것 같지만 실내에서만 쓸거라서 괜찮아요,5,"['음질', '좋아요', '공간', '음향', '짱', '좋습니다', '귀', '에', '딱', '붙지', '않아서', '떨어질것', '같지만', '실내', '에서만', '쓸거라서', '괜찮아요']"
1190,1191,에어팟3세대,별점,남편이 평소 너무 사고 싶어했는데 생일이라서 하나 사줬어요. 열심히 운동하면서 들으면서 살 뺀다네요,5,"['남편', '이', '평소', '너무', '사고', '싶어', '했는데', '생일', '이라서', '하나', '사줬어요', '열심히', '운동', '하면서', '들으면서', '살', '뺀다네요']"
1189,1190,에어팟3세대,별점,후기좀 보고 살걸... 너무 커져서 귓구멍에서 자꾸 빠져요 참고로 에어팟1은 굉장히 잘 끼고 다녔습니다 ㅠㅠ 그냥 콩나물에서 왕콩나물된느낌,5,"['후기', '좀', '보고', '살걸', '너무', '커져서', '귓구멍', '에서', '자꾸', '빠져요', '참고', '로', '에어팟', '1', '은', '굉장히', '잘', '끼', '고', '다녔습니다', '그냥', '콩나물', '에서', '왕', '콩나물', '된', '느낌']"
1188,1189,에어팟3세대,별점,"프로 사용고있는데 선물로 샀어요.
프로랑은 다른 느낌이지만 음질좋고 만족스럽네요.
애플케어랑 정품 인증 다 잘되네요 ㅎ",5,"['프로', '사용', '고', '있는데', '선물', '로', '샀어요', '\r\n', '프로', '랑은', '다른', '느낌', '이지만', '음질', '좋고', '만족스럽네요', '\r\n', '애플', '케어', '랑', '정품', '인증', '다', '잘', '되네요']"
1187,1188,에어팟3세대,별점,"조금 더 저렴하게 구매해서 좋았구요~ 배송 지연 안내문 보고 12월에 올 줄 알고 걱정했는데 약속된 19일부터 출고되서 어제 잘 받았습니다!
남치니 좋아하네여 ㅎㅎ",5,"['조금', '더', '저렴하게', '구매', '해서', '좋았구요', '배송', '지연', '안', '내', '문', '보고', '12월', '에', '올', '줄', '알', '고', '걱정', '했는데', '약속', '된', '19일', '부터', '출고', '되서', '어제', '잘', '받았습니다', '\r\n', '남치니', '좋아하네여']"
1186,1187,에어팟3세대,별점,에어팟 처음으로 구매 해봤는데 무선이라 편리하고 완전 좋네요.배송도 바로 도착하고 만족스럽습니다.,5,"['에어팟', '처음', '으로', '구매', '해봤는데', '무선', '이라', '편리하고', '완전', '좋네요', '배송', '도', '바로', '도착', '하고', '만족스럽습니다']"
1185,1186,에어팟3세대,별점,배송 빠르고 제품은 알려진대로 좋습니다. 콩나물을 자주 떨어뜨리는 실수를 해서 조심해서 써야겠어요,5,"['배송', '빠르고', '제품', '은', '알려진대로', '좋습니다', '콩나물', '을', '자주', '떨어뜨리는', '실수', '를', '해서', '조심해서', '써야겠어요']"
