,type,category,review,star
11,에어팟3세대,별점,"에어팟 1세대를 쓰다가 고장이 나서 줄 이어폰 생활을 한 지 오래됐는데 에어팟 프로처럼 귀를 꽉 막아주는 이어폰은 저한테 안 맞아서 에어팟 3세대를 거의 반 년 가까이 기다린 것 같아요.

출시일 공개 됐다는 이야기 듣고 얼른 구매했는데 받아보니 정말 너무 만족합니다! 본체 크기가 에어팟 1세대를 눕힌 것과 많이 차이나지 않는 것과 유닛이 훨씬 짧아져서 어딘가에 걸려 귀에서 빠질 확률이 적어진게 마음에 들어요!

무엇보다 가장 마음에 드는 것은 귀 안쪽을 꽉 막아주는 이어폰이 아니라는 점입니다ㅠㅠ 귀에 염증을 달고 사는 사람이라 아무리 에어팟 프로에 통풍 기능이 있다고 해도 오래 착용하지 못하여서 새 에어팟도 똑같이 나올까봐 정말 걱정했는데 오픈형이라 너무 다행이에요. 당연히 노이즈 캔슬링 기능은 없지만 노캔 기능보다 건강이 소중하기 때문에..

본체 크기가 1세대와 많이 차이나지 않다보니, 아직 출시된지 얼마 안되서 마음에 드는 케이스가 없으신 분들은 에어팟 1세대를 쓰셨다면 실리콘 케이스를 대충 입혀놓았다가 마음에 드는 케이스 생기면 그 때 구매하셔도 좋을 듯 해요ㅋㅋㅋ",평점5
12,에어팟3세대,별점,"전 남자친구가 준 에어팟 1을 다른사람한테 주고 줄이어폰을 쓰고 있었습니다!
이번에 복학하면서 통학이 걱정되어 복학 선물로 에어팟 3을 저한테 사줬습니다!
물건을 잘 떨어뜨리는 편이라 케이스 씌워 둔 상태에요!
아직 며칠 사용하진 않았지만 만족하면서 쓰고 있어요!!
먼저 배송도 이틀만에 금방 왔고 네이버 포인트까지 줘서 공홈보다 더 마음에 들었습니다
1보다는 더 커서 대충 끼면은 귀에서 빠지긴 하는데 잘 끼워두면 뛰어도 괜찮을 정도입니다!
케이스도 프로보다 작아서 좋고 커널형은 귀에 안좋다해서 오픈형으로 했는데 잘한선택인 것 같아요!
! 배터리도 길어서 네시간 통학도 문제 없을 것 같아요😁😁",평점5
13,에어팟3세대,별점,"에어팟 프로 2세대 기다리다가 기약도 없고, 에어팟 3세대 나온다고 해서 출시일만 기다렸다가 구매했는데, 빠르게 보내주셔서 완전 감동이네요.

에어팟 성능 좋은건 익히 알고 있었는데, 통화음질도 유선이어폰보다 훨씬 좋아요. 상대방한테 전달력이 확실히 좋아요. 그 전엔 유선이어폰으로 통화할 때 이어폰 마이크가 조금이라도 떨어져 있으면 잘 안들려했는데(마스크 때문에 더) 지금은 마스크 끼고 말해도 상대방이 더 잘 알아들어서 신기합니다.

꼬리가 짧아지고 이어팁을 쓰는 타입이 아니라 혹시나 귀에서 빠질까 걱정이 되기도 했는데, 생각보다 고정도 잘되요. 그래서 디자인도 좋고(에어팟 기존에 비해) 귀도 덜아파요(에어팟 프로 안사도 되겠어요 후후)

공홈 가격보다 할인도 되는데 빨리 보내줘서 참 좋네요. 잘 쓰겠습니다~",평점5
14,에어팟3세대,별점,"11.15일 주문 후 19일에 발송되고 20일 점심쯤 받았어요:) 배송은 쿠ㅍ에 비하면 어쩔 수 없지만
몇 시간 늦게 받는다고 큰일나는 것도 아니구
대신 가격으로 방어되서 좋아요😝
1세대 사용하다가 연결이 잘 안되서 바꾼건데
뚜껑 오픈만 하니 연결되서 정말 편하네요-
3세대 출시 전에 프로 노캔기능이 궁금해서 잠시 좋다는 제품 사용해봤는데; 역시 인이어자체가 저랑 안 맞더라구요 노캔도 써보니 딱히 필요성을 못느꼈구요..
역시 :)
기존 에어팟에 비해 좀 통통하고 짧아진 느낌이고 통통해진 느낌때매 첨에 사알짝 어색?한데 짧아져서인지 귀에서 더 잘 안빠지는 느낌입니다☺️
-
이제 예쁜 케이스랑 키링 보는 것만 남았네요키킼",평점5
15,에어팟3세대,별점,"크으 오늘 도착 안할지도 모른다고 생각은 했으나, 그래도 섭섭했을 건데ㅜㅜ 미리 사둔 철가루방지스티커랑 케이스 바로 착장하고 냉큼 연결해서 듣고 있습니다 귀때문에 인이어를 사용 못하는데 오픈형으로 공간음향을 조절 할 수 있다니 진짜 좋은 제품과 세상이네요
착용감은 일단 가볍습니다 현재 두시간 가까이 착용중인데 불편함이 없습니다 안정감도 있어서 고개를 좀 씨게 흔들어도 괜찮습니다 노이즈캔슬링과는 비교할 수 없겠지만 인이어가 아닌데 이정도면 정말 아깝지 않습니다 너무 만족스러워요 좀 더 연구해서 원하는 음향으로 맞춰가는 재미가 있을 듯 하네요◡̈
(갖고있던 에어팟2세대와 비교해봤습니다)",평점5
16,에어팟3세대,별점,"예약구매로 할인과 네이버 포인트까지 톡톡히 챙길수 있었습니다. 만족스러운 가격이에요!

기존 세대들과 다른 배터리 음질과 공간음향까지 필요한 기능막 딱! 골라담은 모델이라고 생각됩니다.
개인적으로 에어팟의 휴대성에 만족하는 편이여서 배터리와 평균이상의 음질을 우선순위로 생각합니다. 저처럼 노이즈캔슬링이 그리 중요하지않는 분은 3세대가 적합한듯해요!
(노이즈 캔슬링 기능이 중요하다면 이곳에서 프로를 구매 고고하셔요!!)

배송도 큰 기대 없었는데 정말 빨리왔습니다. 예약구매 기간 끝나자마자 바로!! 보내주신거같아요. 판매자님(?) 짱짱~^.^

짝꿍에게 선물 주려고 두개 구입했습니다. 기뻐했으면 좋겠네요. 즐거운 연말입니다❤️",평점5
17,에어팟3세대,별점,"Airpods 3rd gen. 사고나서 내 인생이 달라졌다.원래는 히키코모리 아싸였는데 에어팟3 사고 나니까 품위 유지 하려고 스스로 노력하려고 한다.원래 어딘가 갈 때 항상 차(Spark LT, 14년식 풀옵션)끌고 블루투스 연결해서 노래틀고 다니는데 오랜만에 차키 두고 나오면서 ‘바이레도’ 향수도 뿌리고 나왔다.그렇게 헬스장으로 가 헬스트레이너에게 음료수 한 캔 건네주면서 수고 하신다고 했더니 감격하시면서 “자기가 이 일 하면서 수고하라는 말을 무수히 들어봤지만 Airpods 3rd gen.을 쓰는 사람에게 이런 말은 처음 들어봤다”고 했다.아무리 힘든 일이 생겨도 거울을 보며 내 이어폰은 뭐다?'Airpods 3rd generation”하면서 웃으니까 기분도 좋아지네이래서 이어폰이 사람을 만든다는 말이 나온 거 같다",평점5
18,에어팟3세대,별점,"✔️배송 빠르고 좋았어요🚀

✔️포장도 꼼꼼히! 정품새것 그대로 잘 받았습니다🙂

✔️핸드폰과 연결도 바로 잘 되었구요~
ios업데이트 한 후 바로 연동되었습니다🙂

✔️착용감 부분에서는,
제가 1세대에서 바로 3세대로 넘어온건데
이번 3세대는 우려했던데로
좀 더 통통한디자인(?)이라 귀에 꽂으면 뭔가..
불안한 착용감이 들어요.
그래도 걸어다니고 할때는 괜찮은데,
오늘 착용하고 러닝🏃🏻‍♀️을 해보니 (ㅎㅏ아…)
자꾸만 빠져버리려는거 몇번이고 꾹꾹 눌렀어요
ㅠㅠㅠ 제 귓구멍이 작은 탓일까요..

러닝에는 2세대프로까지가 좋다고 하던 말들이 많던데,
역시나.. 🤦🏻‍♀️
3세대는 자꾸 빠져버리네요ㅠㅠ

✔️그래도 공간음향은 오우!! 좋은것가타여😍
👍
볼륨감이 더 확장된느낌이랄까요?
단순한 음악도 풍성하게 촥 감겨요😍👏

이번 3세대는 앞으로 사용해봐야 알겠지만
ㅠㅠㅠ 제발 제 귀가 이 3세대와 잘 적응해서
뛰어도 빠지지만 않았으면 좋겠네요..
계속 이러면 아무래도 사용못하..지싶습니다ㅠ

커널형 쓰시던 분이나
이어폰사용시 귀 착용에 민감(?)하신 분들은
(저처럼 귓구멍이 작은편이라거나)
꼭 테스트로 착용해보고 구입해보세요!

저는.. 음.. 사용해보고 적응하면 좋겠지만
그게아니라면 크게 후회할 것 같슴다ㅠㅠ잉",평점5
19,에어팟3세대,별점,"일단 잘 받았습니다. 배송도 빠르네요. 구입하고 3일 안에 받은 것 같아요. 쇼핑몰 자체 상시 카드청구할인 행사를 하고 있어서 좋아요. ssg페이로 결제하니 몇천원 더 추가로 할인 받았습니다. 마침 제가 11월달 생일이라 생일쿠폰이 있었어요. 덕분에 더 할인 받았네요. 개인적으로 저는 커널형 이어폰을 극혐하는 사람이라, 오픈형 이어폰 출시 소식을 듣고 1도 고민 없이 바로 구매했습니다. 에어팟 3세대는 에어팟 프로와 비슷한 외관을 가졌는데, 기분탓인지 모르겠지만 프로보다도 더 짧은 것 같습니다. 스테레오 공간화 기능을 끈 상태에선 뭐가 좋은지 몰랐는데, 스테레오 공간화 기능을 키고, 머리추적 기능을 사용하니 이거 정말 신박하네요. 에어팟프로에도 이 기능이 있었나? 참고로 저는 프로 노캔 쓰면 멀미나서 (비위가 약함, 커널형 극혐함) 그 때문에 스테레오 기능도 항상 끄고 사용했습니다. 둠칫둠칫 스테레오 모드를 키니 (오바 보태서) 진짜 스피커가 내 옆에 있는 듯한 느낌을 받았습니다.~",평점5
20,에어팟3세대,별점,"내글정말 뭔가요 전화하니까 받지도 않으시고 산지 한달도안되서 노래를 안들을때 왼쪽부분에서 계속 삐삑소리가나네요(오른쪽은 가끔 나는데 왼쪽이 계속납니다 언제가 가장 심하냐면 전화를 걸기전에도 쇳소리가나고 전화를 끊을따는 쇳소리가 제일 심합니다 그리고 그이후에 노래를 듣고 정지를 시키면 그순간에 계속 삐빅 삐빅이런소리가나고 또한 간혈적으로 노래를 잘듣다가도 블루투스랑 연동이끊겼다가 다시 알아서 연동이됩니다) 군대에서 쓰러고 샀는데 뭔가요집에서 군대까지 배송한기간빼면 실사용은 이주밖에 안되는데 정말 검수해서 보내신거 맞긴한가요 환불을해주시던지 교환을 해주세요 처음샀을따는 삐빅소리나다 안나다하길래 잠깐이러고 말겠지하고 교환이나 환불하기 귀찮아서 참고 썼는데 갈수록 더 심해지고 이제는 계속 소리가나네요 너무 거슬립니다 어떤식냐면 처음 연동됐을때는 삐빅소리가 안나다 대략30분정도 지나면 소리가나요 동기중에 에어팟3세대 쓰는분꺼를 한번 비교했을때 제건 확실한 불량입니다전에도 문의 남겼는데 이번엔 확답좀부탁환불 이안되면 교환이라도 해주세요..군대 우체국에서 상품 보내드릴게요 받아서 한번 들어보세요. 누가들어도 불량입니다 군대안이라 나가서 바꾸지도 못합니다 이거에 대해서는 조취를 취해주셨으면합니다 쿠팡에서는 한달안에 문제가 생기면 바꿔주는걸로 알고있는데 조취좀 해주세요 아니면 5시반이후로 전화를 주세요 나가서 무상 수리를 하고싶어도 군대안이라 해결이안됩니다 혹시 다른데 문제일까봐 네트워크 초기화 블루투스 재설정 휴대폰업데이트해도 그대로입니다 추가 질문(에어팟 본체에 철가루 방지스티커 붙이다 이 자체는 문제 안되죠? 애초에 처음부터 불량인상품에 기스 조금 났다고 안된다고할까봐 물어보는거에요 그건 말도 안된다고 생각합니다 산지 일년이 넘으면 기계가 노후됐으니 그러려니 할텐데 무슨 산지 한달도 안된제품이 이러나요 기계적인 답변말고 좀 확답을주세요 코로나라 휴가도 못나가서 애플센터도 못가고 너무답답합니다 조취좀 해주세요 너무 속상하네요 사진 첨부 했습니다 에어팟케이스도 여러개샀는데 교환이라도해주세요,,,",평점5
21,에어팟3세대,별점,"에어팟 1세대 3년 6개월 쓰다가
오른쪽이 자꾸 연결 해제가 돼서
보내줄 때가 되었구나 직감햇어요
프로냐, 2세대냐 하는데 3세대가 나온다기에
예약을 했어요

아무래도 1세대와 모양이 거의 동일한 2세대가
귀모양이 유사해서 편안하겠지만 음질이 많이
좋아졌다는 평때문에 가격이 좀 더 비싼 3세대로 갈아탔어요

하지만 웬걸, 콩나물이 생각보다 더 커진거에요
전 귀구멍이 크고 넓은 여자라 괜찮을거라 생각했는데,
1세대 콩나물은 내 귀처럼 편안하게 안착하는 느낌이라면 3세대는 뭉툭한게 들어오는 느낌이었어요
귀 작은 분들은 꼭 고민하시고, 착용해보시고
구매를 추천 드립니다.

사람은 적응의 동물이기에 몇번 끼다 보면 또 적응할거라 음질 믿고 3세대오 안착하려고 합니다",평점5
22,에어팟3세대,별점,"정말 빠르고 깔끔한 배송 감사합니다.
잘받았는데 사진처리가 늦어서 이제야 구매후기를 올립니다.
몇주간 사용하면서 혹시나 구매를 고민하시는 분들께 도움이 될까하여 적어봅니다.

저는 기존의 에어팟프로와 소니1000xm4을 사용하고 있다가 이번에 에어팟3를 착용해보았습니다.
막귀라 디테일한 차이까지는 모르겠으나 확실히 에어팟프로에 비해
조용한곳에서는 정말 괜찮은데 기존의 노캔에 적응이 되신분들께는 외부소음유입이 상당히 불편할수도 있습니다.

이제 노캔없으면 쓰기 불편한걸 느낀정도로 귀가적응되었나봅니다.
그냥 딱 제느낌은 에어팟프로를 사용하시고 커널형에 거부감이 없다면 오픈형이어폰으로는 쫌.. 애매합니다.

기존의 에어팟1,드릴게요
기기는 최신이 진리입니다. ㅎㅎ",평점5
23,에어팟3세대,별점,"저는 에어팟 1세대, 에어팟 맥스 이렇게 써봤습니다.
맥스에 비해서는 음질이 아쉬운면도있지만 가격도 그렇고 헤드폰과 이어폰이라서 비교대상은 아닌거같고..1세대랑 비교하면 음질이 좋아졌습니다.
착용감은 1세대에 비해서 뚱뚱해져서 처음에는 압박감이 조금 느껴졌지만 익숙해지면 타사의 이어폰은 따라올수없이 장시간 편하게 쓸수있어요. 커널형 장시간 쓰다보니까 압박감도 있고 귀가 안좋아지는것같아서 에어팟 프로가 아닌 3세대를 선택했습니다. 1세대는 귀에서 떨어지기도 했는데 3세대는 떨어지질 않아서 좋아요.
음질보다 착용감에 대해서 길게 썼는데 제가 에어팟을 선택한 이유거든요. 아..공간음향은 넷플릭스같은데서 드라마나 영화볼때 대박이니까 한번 체험해보세요.",평점5
24,에어팟3세대,별점,"저에게도 에어팟이 생겼습니다...!! 노래를 잘 듣지않다보니 큰 필요성을 못 느껴서 구매하지않았고 가끔 줄이어폰을 낑낑 풀곤 했었는데요
운동 시작하면서 나도 요즘 사람처럼 에어팟 하나 끼고 달려야겠다 싶은 마음이 들어서 사봤어요!
일단 너무 편하고 신기하네요 아이폰이랑 바로 연결 되는것도 넘 편리하고 줄 안 풀어도 되는건 말할것도 없네요^^... 이런걸 저만 안 쓰고 있었다니.. 삼성 공식페이지라 구매하는데 1도 신경쓸일 없었고 쿠폰,카드할인도 있어서 저렴하게 산거같아요 배송은 얼마나 빠른지 체감 다음날 온것같네요ㅋㅋㅋ 바~로 구매확정에 케이스끼우고 하루죙일 귀에 달고 삽니당 ^-^**운동 열심히 할게요
쓰자마자 떨어트린건 비밀...",평점5
